timestamp, brake, signal, speed, power, torque, latitude, longitude, altitude
1469026215,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1469026215,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1469026216,False,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1469026216,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026216,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026216,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026216,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026217,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026217,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026217,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026217,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026217,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026218,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026218,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026218,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026218,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026218,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026219,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026219,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026219,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026219,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026219,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026220,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026220,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026220,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026220,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026220,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026221,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026221,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026221,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026221,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026221,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026222,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026222,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026222,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026222,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026222,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026223,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026223,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026223,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026223,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026223,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026224,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026224,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026224,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026224,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026224,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026225,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026225,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026225,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026225,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026225,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
1469026226,False,4.0,0.0,0.0,0.0,50.779762,7.181362,112.5
